title,authors,categories,published_year,average_rating,num_pages,ratings_count
The Sunday Philosophy Club,Alexander McCall Smith,Fiction,2005.0,3.36,272.0,15787.0
Yellow Dog,Martin Amis,Fiction,2005.0,2.78,352.0,1427.0
The Da Vinci Code,Dan Brown,Fiction,2006.0,3.82,489.0,13789.0
Kafka on the Shore,Haruki Murakami,Fiction,2006.0,4.13,467.0,206089.0
The Plot Against America,Philip Roth,Fiction,2005.0,3.75,391.0,31270.0
Mulliner Nights,Pelham Grenville Wodehouse,Fiction,1961.0,4.11,240.0,1144.0
The Finer Points of Sausage Dogs,Alexander McCall Smith,Fiction,2003.0,3.69,128.0,4724.0
The Greenlanders,Jane Smiley,Fiction,2005.0,3.89,608.0,1921.0
"Blind Willow, Sleeping Woman",Haruki Murakami,Fiction,2007.0,3.84,362.0,1120.0
The Complete Stories of Truman Capote,Truman Capote,Fiction,2005.0,4.2,320.0,3842.0
The Sea,John Banville,Fiction,2006.0,3.51,195.0,18513.0
A Little Princess,Frances Hodgson Burnett,Juvenile Fiction,2004.0,4.19,208.0,491.0
Treasure Island,Robert Louis Stevenson,Juvenile Fiction,2004.0,3.83,213.0,393.0
The Secret Garden,Frances Hodgson Burnett,Juvenile Fiction,2004.0,4.13,248.0,553.0
The Adventures of Tom Sawyer,Mark Twain,Juvenile Fiction,2004.0,3.91,224.0,1481.0
The Adventures of Huckleberry Finn,Mark Twain,Juvenile Fiction,2006.0,3.81,305.0,350.0
Spire,William Golding,Fiction,2006.0,3.59,135.0,592.0
The End of Nana Sahib,Jules Verne,Fiction,2003.0,3.62,276.0,186.0
The Regime,Tim F. LaHaye;Jerry B. Jenkins,Fiction,2005.0,4.11,391.0,3546.0
The Rapture,Tim F. LaHaye;Jerry B. Jenkins,Fiction,2007.0,4.15,351.0,2771.0
If You Dare,Kresley Cole,Fiction,2005.0,4.0,349.0,10409.0
"Have Space Suit, Will Travel",Robert A. Heinlein,Fiction,2005.0,3.89,276.0,22399.0
Tunnel in the Sky,Robert A. Heinlein,Fiction,2005.0,3.93,262.0,9996.0
Citizen of the Galaxy,Robert A. Heinlein,Fiction,2005.0,3.98,288.0,11269.0
Where Are the Children?,Mary Higgins Clark,Fiction,2005.0,4.02,304.0,38583.0
Wind Rider's Oath,David Weber,Fiction,2005.0,4.02,570.0,2714.0
On Basilisk Station,David Weber,Fiction,2005.0,4.13,458.0,32510.0
The Farthest Shore,Ursula K. Le Guin,Fiction,2004.0,4.13,259.0,76746.0
A Hunger Like No Other,Kresley Cole,Fiction,2006.0,4.2,356.0,54596.0
No Rest for the Wicked,Kresley Cole,Fiction,2006.0,4.3,356.0,44804.0
Sahara,Clive Cussler,Fiction,2005.0,3.96,576.0,45.0
Deep Six,Clive Cussler,Fiction,2005.0,3.89,535.0,14167.0
Oath of Swords,David Weber,Fiction,2006.0,4.01,576.0,5453.0
Cell,Stephen King,Fiction,2006.0,3.65,449.0,163786.0
Angels & Demons,Dan Brown,Fiction,2006.0,3.88,736.0,2279854.0
Deception Point,Dan Brown,Fiction,2006.0,3.7,736.0,4864.0
Ricochet,Sandra Brown,Fiction,2007.0,3.97,400.0,14764.0
Santa Cruise,Mary Higgins Clark;Carol Higgins Clark,Fiction,2006.0,3.41,261.0,4631.0
Dragon,Clive Cussler,Fiction,2006.0,3.92,602.0,11144.0
More Twisted,Jeffery Deaver,Fiction,2006.0,3.84,433.0,1630.0
Wild Magic,Tamora Pierce,Juvenile Fiction,2005.0,4.33,362.0,58923.0
Godless,Pete Hautman,Juvenile Fiction,2005.0,3.6,208.0,4097.0
The Realms of the Gods,Tamora Pierce,Juvenile Fiction,2006.0,4.32,347.0,45112.0
Ghost Ship,Mary Higgins Clark,Juvenile Fiction,2007.0,3.73,32.0,347.0
Pirates of the Caribbean: The Coming Storm - Jack Sparrow Book #1,Rob Kidd,Juvenile Fiction,2006.0,3.83,135.0,1364.0
Pirates of the Caribbean: The Siren Song - Jack Sparrow Book #2,Rob Kidd,Juvenile Fiction,2006.0,3.86,123.0,832.0
Pirates of the Caribbean: Jack Sparrow #3 - the Pirate Chase,Rob Kidd,Juvenile Fiction,2006.0,3.89,119.0,713.0
Pirates of the Caribbean: The Sword of Cortes - Jack Sparrow #4,Rob Kidd,Juvenile Fiction,2006.0,3.97,122.0,630.0
"The Percy Jackson and the Olympians, Book Three: Titan's Curse",Rick Riordan,Juvenile Fiction,2007.0,4.35,312.0,5432.0
Pirates of the Caribbean: Age of Bronze - Jack Sparrow #5,Rob Kidd,Juvenile Fiction,2006.0,4.05,144.0,532.0
The Sea of Monsters,Rick Riordan,Juvenile Fiction,2007.0,4.24,280.0,10165.0
As You Like It,William Shakespeare,Drama,2011.0,,,
Henry V,William Shakespeare,Drama,2011.0,,,
Henry IV,William Shakespeare,Drama,2011.0,,,
Shakespeare's Sonnets,William Shakespeare,Drama,2011.0,,,
Henry VIII,William Shakespeare,Drama,2001.0,,,
The Woman in White,Wilkie Collins,Fiction,2006.0,3.99,696.0,118.0
The Hound of the Baskervilles,Arthur Conan Doyle,Fiction,2006.0,4.1,300.0,1347.0
Shadows at Sunset,Anne Stuart,Fiction,2000.0,3.63,384.0,755.0
The Thrill of Victory,Sandra Brown,Fiction,2003.0,3.6,240.0,1051.0
Strange Bedpersons,Jennifer Crusie,Fiction,1994.0,3.5,256.0,7696.0
The Wedding Night,Jayne Ann Krentz,Fiction,2001.0,3.46,256.0,775.0
Warrior,Elizabeth Lowell,Fiction,2002.0,3.92,256.0,845.0
What the Lady Wants,Jennifer Crusie,Fiction,2002.0,3.63,256.0,5626.0
"Louisa May Alcott on Race, Sex, and Slavery",Louisa May Alcott,Fiction,1997.0,3.94,160.0,18.0
The Mystery of the Brass Bound Trunk,Carolyn Keene,Fiction,2001.0,3.89,228.0,4125.0
The Mystery of the Moss-Covered Mansion,Carolyn Keene,Juvenile Fiction,2003.0,3.88,215.0,4787.0
The Picture of Dorian Gray,Oscar Wilde,Fiction,2005.0,4.07,187.0,329.0
The Quiet Little Woman,Louisa May Alcott,Fiction,1999.0,3.66,122.0,1064.0
Letters,John Barth,Fiction,1994.0,3.82,772.0,202.0
Point Counter Point,Aldous Huxley,Fiction,2001.0,3.85,432.0,9227.0
After Many a Summer Dies the Swan,Aldous Huxley,Fiction,1993.0,3.75,368.0,1975.0
"W, Or, The Memory of Childhood",Georges Perec,Fiction,2003.0,3.88,176.0,1395.0
A Void,Georges Perec,Fiction,2005.0,3.8,284.0,1676.0
Desolation Angels,Jack Kerouac,Fiction,1995.0,3.92,432.0,9450.0
The Dream of Scipio,Iain Pears,Fiction,2002.0,3.73,416.0,3253.0
Stone Tables,Orson Scott Card,Fiction,2000.0,3.87,448.0,1705.0
Strawberry Shortcake Murder,Joanne Fluke,Fiction,2002.0,3.84,320.0,13878.0
Murder on the Orient Express,Agatha Christie,Fiction,1934.0,4.16,266.0,1475.0
The A.B.C. Murders,Agatha Christie,Fiction,1936.0,4.0,252.0,63488.0
Murder at the Vicarage,Agatha Christie,Fiction,2005.0,4.05,288.0,113459.0
The Body in the Library,Agatha Christie,Fiction,2006.0,3.85,191.0,43669.0
The Murder of Roger Ackroyd,Agatha Christie,Fiction,1926.0,4.23,288.0,93453.0
Evil Under the Sun,Agatha Christie,Fiction,1940.0,3.96,220.0,34030.0
A Murder is Announced,Agatha Christie,Fiction,2005.0,3.98,288.0,31050.0
Death on the Nile,Agatha Christie,Fiction,2007.0,4.09,351.0,629.0
The Mystery of the Blue Train,Agatha Christie,Fiction,1928.0,3.8,317.0,21431.0
A Christmas Carol,Charles Dickens,Fiction,2005.0,4.04,112.0,6415.0
Prophet,Frank E. Peretti,Fiction,2004.0,3.94,416.0,12479.0
Piercing the Darkness,Frank E. Peretti,Fiction,2003.0,4.31,448.0,48725.0
This Present Darkness,Frank E. Peretti,Fiction,2003.0,4.23,376.0,82841.0
How to Save Your Own Life,Erica Jong,Fiction,2006.0,3.6,313.0,1296.0
Parachutes & Kisses,Erica Jong,Fiction,2006.0,3.47,405.0,563.0
Laughing Gas,Pelham Grenville Wodehouse,Fiction,2001.0,3.89,286.0,1672.0
Meet Mr. Mulliner,Pelham Grenville Wodehouse,Fiction,2002.0,4.06,203.0,1162.0
Spring Fever,P.G. Wodehouse,Fiction,2004.0,4.06,276.0,468.0
The Tempest,William Shakespeare,Drama,2003.0,3.81,224.0,438.0
Isis,Douglas Clegg,Fiction,2006.0,3.68,98.0,21.0
The Secretary of Dreams,Stephen King,Fiction,2006.0,4.45,281.0,270.0
The Ivory Tower,Henry James,Fiction,2004.0,3.33,296.0,54.0
An Episode of Sparrows,Rumer Godden,Juvenile Fiction,2004.0,4.2,247.0,851.0
Tuf Voyaging,George R. R. Martin,Fiction,2003.0,4.09,448.0,61.0
The Canterville Ghost,Oscar Wilde,Fiction,2005.0,3.89,52.0,80.0
Ward No. 6 and Other Stories,Anton Pavlovich Chekhov,Fiction,2003.0,4.32,400.0,6805.0
Robinson Crusoe,Daniel Defoe,Juvenile Fiction,2003.0,3.67,312.0,339.0
Moby-Dick,Herman Melville,Fiction,2003.0,3.49,707.0,1165.0
Main Street,Sinclair Lewis,Fiction,2003.0,3.76,560.0,283.0
Sense and Sensibility,Jane Austen,Fiction,2003.0,4.07,336.0,636.0
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,Robert Louis Stevenson,Fiction,2003.0,4.01,320.0,829.0
The Death of Ivan Ilych and Other Stories,graf Leo Tolstoy,Fiction,2004.0,4.1,400.0,251.0
Sense and Sensibility,Jane Austen,Fiction,2004.0,4.07,325.0,1199.0
The House of Mirth,Edith Wharton,Fiction,2004.0,3.95,348.0,338.0
Daniel Deronda,George Eliot,Fiction,2005.0,3.83,784.0,197.0
The Fellowship of the Ring,John Ronald Reuel Tolkien,Fiction,2003.0,4.35,855.0,164.0
The Portrait,Iain Pears,Fiction,2006.0,3.45,211.0,1347.0
The Oath,Frank E. Peretti,Fiction,2005.0,4.07,576.0,31.0
A Time to Embrace,Karen Kingsbury,Fiction,2006.0,4.35,400.0,3648.0
"Teleny, Or, The Reverse of the Medal",Oscar Wilde,Fiction,2006.0,3.68,138.0,932.0
Inside Job,Connie Willis,Fiction,2005.0,3.66,99.0,1398.0
A Christmas Carol,Charles Dickens,Juvenile Fiction,2005.0,4.34,238.0,431.0
Undead and Unwed,MaryJanice Davidson,Fiction,2005.0,3.82,392.0,89.0
Undead and Unappreciated,MaryJanice Davidson,Fiction,2005.0,3.88,279.0,67.0
The Drift House,Dale Peck,Juvenile Fiction,2006.0,3.64,437.0,595.0
The Penelopiad,Margaret Atwood,Fiction,2005.0,3.69,198.0,26779.0
Weight,Jeanette Winterson,Fiction,2005.0,3.77,151.0,4154.0
Still Life with Woodpecker,Tom Robbins,Fiction,2001.0,4.04,288.0,60966.0
Jitterbug Perfume,Tom Robbins,Fiction,2001.0,4.24,342.0,52696.0
The Blonde on the Street Corner,David Goodis,Fiction,1954.0,3.72,155.0,277.0
Of Tender Sin,David Goodis,Fiction,1952.0,3.69,181.0,143.0
The Three Musketeers,Alexandre Dumas,Fiction,1993.0,4.07,555.0,759.0
Moll Flanders,Daniel Defoe,Fiction,1993.0,3.52,339.0,34477.0
Abandonment,Kate Atkinson,Drama,2000.0,3.6,96.0,78.0
The Year of the Death of Ricardo Reis,José Saramago,Fiction,1998.0,4.03,384.0,3618.0
Purity,Douglas Clegg,Fiction,2000.0,3.78,118.0,95.0
The Dancing Girl of Izu and Other Stories,Yasunari Kawabata,Fiction,1998.0,3.78,176.0,1322.0
Plastic Jesus,Poppy Z. Brite,Fiction,2000.0,3.57,105.0,28.0
The Line Between,Peter S. Beagle,Fiction,2006.0,4.12,231.0,698.0
Shakespeare's Sonnets,William Shakespeare,Drama,1997.0,4.25,488.0,67122.0
Hamlet: The Texts of 1603 and 1623,William Shakespeare,Drama,2006.0,4.01,384.0,16.0
The Value of X,Poppy Z. Brite,Fiction,2003.0,4.14,200.0,646.0
"Novels, 1896-1899",Henry James,Fiction,2003.0,4.25,1035.0,24.0
Timothy McSweeney's,Dave Eggers,Fiction,2004.0,3.73,306.0,333.0
How We are Hungry,Dave Eggers,Fiction,2004.0,3.75,218.0,486.0
McSweeney's,Dave Eggers,Fiction,2005.0,3.72,200.0,401.0
What is the what,Dave Eggers,Fiction,2006.0,4.16,475.0,64088.0
McSweeney's,Dave Eggers,Fiction,2007.0,3.81,300.0,275.0
"Cry, the Peacock",Anita Desai,Fiction,1980.0,3.22,218.0,134.0
